date,abstra,title,ul,cw,rsw,kw,label
2020/9/24 16:01:42,9月24日下午，国防部举行例行记者会，国防部新闻局副局长、国防部新闻发言人谭克非大校表示，中国海军辽宁舰和山东舰已分别完成例行训练和海上试验。,国防部：辽宁舰和山东舰已分别完成例行训练和海上试验,http://news.china.com.cn/2020-09/24/content_76737192.htm,"['9月24日', '下午', '，', '国防部', '举行', '例行', '记者会', '，', '国防部新闻局', '副', '局长', '、', '国防部', '新闻发言人', '谭克非', '大校', '表示', '，', '中国海军辽宁舰', '和', '山东舰', '已', '分别', '完成', '例行', '训练', '和', '海上', '试验', '。']","['9月24日', '下午', '国防部', '例行', '记者会', '国防部新闻局', '副', '局长', '国防部', '新闻发言人', '谭克非', '大校', '中国海军辽宁舰', '山东舰', '例行', '训练', '海上', '试验']","['国防部', '例行', '海上', '月', '分别']",其它
2020/9/18 10:52:23,那一天，长沙舰官兵现场聆听了统帅的嘱托：坚定不移加快海军现代化进程，善于创新，勇于超越，努力把人民海军全面建成世界一流海军。两年前那个明媚的春天，习主席登上长沙舰检阅海上编队时，邹琰所在的海口舰，航行在统帅的目光里。,我们在战位报告丨海军长沙舰：向着梦想全速前进,http://news.china.com.cn/2020-09/18/content_76716613.htm,"['那', '一天', '，', '长沙', '舰', '官兵', '现场', '聆听', '了', '统帅', '的', '嘱托', '：', '坚定不移', '加快', '海军', '现代化', '进程', '，', '善于', '创新', '，', '勇于', '超越', '，', '努力', '把', '人民', '海军', '全面', '建成', '世界', '一流', '海军', '。', '两年', '前', '那个', '明媚', '的', '春天', '，', '习', '主席', '登上', '长沙舰', '检阅', '海上', '编队', '时', '，', '邹琰', '所在', '的', '海口舰', '，', '航行', '在', '统帅', '的', '目光', '里', '。']","['长沙', '舰', '官兵', '现场', '聆听', '统帅', '嘱托', '坚定不移', '加快', '海军', '现代化', '进程', '善于', '创新', '勇于', '超越', '努力', '人民', '海军', '建成', '世界', '一流', '海军', '两年', '前', '明媚', '春天', '习', '主席', '登上', '长沙舰', '检阅', '海上', '编队', '时', '邹琰', '海口舰', '航行', '统帅', '目光', '里']","['海军', '舰', '统帅', '长沙', '年前']",其它
2020/9/15 7:50:44,（在习近平强军思想指引下·我们在战位报告）海军长沙舰：向着梦想全速前进　两年前，那个明媚的春天，习主席登上长沙舰检阅海上编队时，邹琰所在的海口舰，航行在统帅的目光里。,海军长沙舰：向着梦想全速前进[组图],http://photo.china.com.cn/2020-09/15/content_76703052.htm,"['（', '在', '习近', '平强', '军', '思想', '指引', '下', '·', '我们', '在', '战位', '报告', '）', '海军长沙舰', '：', '向着', '梦想', '全速', '前进', '两年', '前', '，', '那个', '明媚', '的', '春天', '，', '习', '主席', '登上', '长沙舰', '检阅', '海上', '编队', '时', '，', '邹琰', '所在', '的', '海口舰', '，', '航行', '在', '统帅', '的', '目光', '里', '。']","['习近', '平强', '军', '思想', '指引', '战位', '报告', '海军长沙舰', '梦想', '全速', '两年', '前', '明媚', '春天', '习', '主席', '登上', '长沙舰', '检阅', '海上', '编队', '时', '邹琰', '海口舰', '航行', '统帅', '目光', '里']","['舰', '目光', '习近平', '长沙', '统帅']",其它
2020/9/3 18:11:48,多少次，卢朝辉俯瞰这里，听从LSO的指令，驾机演绎“惊天一落”；多少次，卢朝辉站在这里，目不转睛，冷静指挥。前不久，卢朝辉和战友成功实施歼-15战机夜间空中“伙伴加油”，这标志着舰载战斗机部队核心作战能力取得新突破。,海军舰载战斗机部队：壮志凌云向海天,http://news.china.com.cn/2020-09/03/content_76667445.htm,"['多少', '次', '，', '卢朝辉', '俯瞰', '这里', '，', '听从', 'LS', 'O', '的', '指令', '，', '驾机', '演绎', '“', '惊天一落', '”', '；', '多少', '次', '，', '卢朝辉', '站', '在', '这里', '，', '目不转睛', '，', '冷静', '指挥', '。', '前不久', '，', '卢朝辉', '和', '战友', '成功', '实施', '歼-', '15', '战机', '夜间', '空中', '“', '伙伴', '加油', '”', '，', '这', '标志着', '舰载', '战斗机', '部队', '核心', '作战', '能力', '取得', '新', '突破', '。']","['次', '卢朝辉', '俯瞰', '听从', 'LS', 'O', '指令', '驾机', '演绎', '惊天一落', '次', '卢朝辉', '站', '目不转睛', '冷静', '指挥', '前不久', '卢朝辉', '战友', '成功', '实施', '歼-', '15', '战机', '夜间', '空中', '伙伴', '加油', '标志着', '舰载', '战斗机', '部队', '核心', '作战', '能力', '新', '突破']","['卢', '辉', '新', '冷静', '取得']",其它
2020/9/3 9:05:57,（在习近平强军思想指引下·我们在战位报告）奋飞在新时代的海天——海军某舰载航空兵部队备战打仗记事　　在某海域，辽宁舰多型舰载机列阵甲板（资料照片)。辽宁舰在某海域组织跨区机动训练，数架歼-15舰载战斗机整齐列阵（资料照片）。,奋飞在新时代的海天——海军某舰载航空兵部队备战打仗记事[组图],http://photo.china.com.cn/2020-09/03/content_76665480.htm,"['（', '在', '习近', '平强', '军', '思想', '指引', '下', '·', '我们', '在', '战位', '报告', '）', '奋飞', '在', '新时代', '的', '海天', '——', '海军', '某', '舰载', '航空兵', '部队', '备战', '打仗', '记事', '在', '某', '海域', '，', '辽宁舰', '多', '型', '舰载机', '列', '阵', '甲板', '（', '资料', '照片', ')', '。', '辽宁舰', '在', '某', '海域', '组织', '跨', '区', '机动', '训练', '，', '数架', '歼-', '15舰', '载', '战斗机', '整齐', '列阵', '（', '资料', '照片', '）', '。']","['习近', '平强', '军', '思想', '指引', '战位', '报告', '奋飞', '新时代', '海天', '海军', '舰载', '航空兵', '部队', '备战', '打仗', '记事', '海域', '辽宁舰', '型', '舰载机', '列', '阵', '甲板', '资料', '照片', '辽宁舰', '海域', '组织', '跨', '区', '机动', '训练', '数架', '歼-', '15舰', '载', '战斗机', '整齐', '列阵', '资料', '照片']","['舰载', '照片', '（', '列阵', '—']",其它
2020/9/3 1:22:53,舰载航空兵部队作为航母战斗力建设的核心部分，是海军新型作战力量的代表和海军战略转型的先锋，在发展航母事业、建设强大海军全局中具有十分重要作用。,奋飞在新时代的海天——海军某舰载航空兵部队备战打仗记事,http://news.china.com.cn/2020-09/03/content_76664281.htm,"['舰载', '航空兵', '部队', '作为', '航母', '战斗力', '建设', '的', '核心', '部分', '，', '是', '海军', '新型', '作战', '力量', '的', '代表', '和', '海军', '战略', '转型', '的', '先锋', '，', '在', '发展', '航母', '事业', '、', '建设', '强大', '海军', '全局', '中', '具有', '十分', '重要', '作用', '。']","['舰载', '航空兵', '部队', '航母', '战斗力', '建设', '核心', '海军', '新型', '作战', '力量', '代表', '海军', '战略', '转型', '先锋', '发展', '航母', '事业', '建设', '强大', '海军', '全局', '中', '作用']","['海军', '建设', '航母', '重要', '航空兵']",其它
2020/9/3 0:27:21,海军某舰载航空兵部队备战打仗记事。,奋飞在新时代的海天——海军某舰载航空兵部队备战打仗记事,http://military.china.com.cn/2020-09/03/content_76664290.htm,"['海军', '某', '舰载', '航空兵', '部队', '备战', '打仗', '记事', '。']","['海军', '舰载', '航空兵', '部队', '备战', '打仗', '记事']","['打仗', '舰载', '备战', '部队', '航空兵']",其它
2020/8/4 9:02:51,【环球时报记者郭媛丹 刘煊尊】“南海战略态势感知”计划8月1日发布消息称，美国军方7月出动将近70架次的大型侦察机前往南海进行抵近侦察，出动频率与强度均大幅提高。”　　根据“南海战略态势感知”的数据，7月，美军总计出动67架次的大型侦察机前往南海开展侦察行动，型号涵盖P-8A、P-3C、EP-3E和MQ-4C等。,美舰机南海活动监测数据如何出炉，新趋势是什么？“南海战略态势感知”计划主任解答,http://news.china.com.cn/2020-08/04/content_76343915.htm,"['【环球时报', '记者', '郭媛丹', '刘煊', '尊】', '“', '南海', '战略', '态势', '感知', '”', '计划', '8月1日', '发布', '消息', '称', '，', '美国', '军方', '7月', '出动', '将近', '70架次', '的', '大型', '侦察机', '前往', '南海', '进行', '抵近', '侦察', '，', '出动', '频率', '与', '强度', '均', '大幅', '提高', '。', '”', '根据', '“', '南海', '战略', '态势', '感知', '”', '的', '数据', '，', '7月', '，', '美军', '总计', '出动', '67架次', '的', '大型', '侦察机', '前往', '南海', '开展', '侦察', '行动', '，', '型号', '涵盖', 'P-', '8A', '、', 'P-3C', '、', 'EP-', '3E', '和', 'MQ', '-', '4C', '等', '。']","['【环球时报', '记者', '郭媛丹', '刘煊', '尊】', '南海', '战略', '态势', '感知', '计划', '8月1日', '发布', '消息', '称', '美国', '军方', '7月', '出动', '70架次', '大型', '侦察机', '前往', '南海', '抵近', '侦察', '出动', '频率', '强度', '均', '大幅', '提高', '南海', '战略', '态势', '感知', '数据', '7月', '美军', '总计', '出动', '67架次', '大型', '侦察机', '前往', '南海', '侦察', '型号', '涵盖', 'P-', '8A', 'P-3C', 'EP-', '3E', 'MQ', '4C']","['-', '南海', '出动', '月', '侦察']",侦查
2020/7/21 11:07:52,中共中央总书记、国家主席、中央军委主席习近平20129年12月17日出席我国第一艘国产航空母舰山东舰交接入列仪式，全军将士深受鼓舞、倍感振奋，纷纷表示一定要深入学习贯彻习近平强军思想，为实现中国梦、强军梦作出贡献。,中国“喜提”山东舰 这是一条有关国产航空母舰的知识贴,http://about.china.com.cn/2020-07/21/content_75910978.htm,"['中共中央', '总书记', '、', '国家主席', '、', '中央军委', '主席', '习近平', '20129年12月17日', '出席', '我国', '第一艘', '国产', '航空母舰', '山东', '舰', '交接', '入', '列', '仪式', '，', '全军', '将士', '深受', '鼓舞', '、', '倍感', '振奋', '，', '纷纷', '表示', '一定', '要', '深入', '学习', '贯彻', '习近', '平强', '军', '思想', '，', '为', '实现', '中国', '梦', '、', '强军', '梦', '作出', '贡献', '。']","['中共中央', '总书记', '国家主席', '中央军委', '主席', '习近平', '20129年12月17日', '出席', '我国', '第一艘', '国产', '航空母舰', '山东', '舰', '交接', '入', '列', '仪式', '全军', '将士', '深受', '鼓舞', '振奋', '纷纷', '学习', '贯彻', '习近', '平强', '军', '思想', '中国', '梦', '强军', '梦', '作出', '贡献']","['强军', '习近平', '作出', '总书记', '实现']",其它
2020/7/1 15:52:21,美国海军近年罕见的双航母演习刚在菲律宾海结束，第二轮双航母演习立即又在同一海域展开。美国《外交学者》网站6月30日称，此前受新冠疫情的影响，美国航母缺席印度洋-太平洋地区的情况曾持续了两个多月。,接连在菲律宾海进行双航母演习，美国想干啥,http://news.china.com.cn/2020-07/01/content_76224809.htm,"['美国海军', '近年', '罕见', '的', '双', '航母', '演习', '刚', '在', '菲律宾', '海', '结束', '，', '第二轮', '双', '航母', '演习', '立即', '又', '在', '同一', '海域', '展开', '。', '美国', '《', '外交', '学者', '》', '网站', '6月30日', '称', '，', '此前', '受', '新冠', '疫情', '的', '影响', '，', '美国', '航母', '缺席', '印度洋-太平洋', '地区', '的', '情况', '曾', '持续', '了', '两个多月', '。']","['美国海军', '近年', '罕见', '双', '航母', '演习', '刚', '菲律宾', '海', '结束', '第二轮', '双', '航母', '演习', '海域', '展开', '美国', '外交', '学者', '网站', '6月30日', '称', '此前', '受', '新冠', '疫情', '影响', '美国', '航母', '缺席', '印度洋-太平洋', '地区', '情况', '持续', '两个多月']","['航母', '持续', '海域', '近年', '演习']",其它
2020/6/25 20:41:14,网友：自豪感油然而生！,第一视角看歼-15在辽宁舰起降,http://news.china.com.cn/2020-06/25/content_76203797.htm,"['网友', '：', '自豪感', '油然而生', '！']","['网友', '自豪感', '油然而生']","['自豪感', '油然而生', '网友']",其它
2020/6/5 9:54:51,赛普人服务部队的足迹遍及陆、海、空、火箭军、战略支援、武警部队，海军辽宁舰、陆军某英雄师、西沙守岛部队、天安门警卫部队，驻新疆、西藏和长白山的边防部队等都留下了赛普教练与官兵同吃同住同训练的身影。赛普健身荣获首都双拥模范单位殊荣赛普热情扶持退伍军人就业，8年来，先后将3万多名退伍军人培养成合格的健身教练，目前他们正成为中国健身行业一支生力军。更多的退役军人选择加入赛普，深造成才，打造退役军人职业未来和美好生活。,赛普健身荣获“首都双拥模范单位”殊荣,http://zw.china.com.cn/2020-06/05/content_76129354.html,"['赛', '普人', '服务', '部队', '的', '足迹', '遍及', '陆', '、', '海', '、', '空', '、', '火箭', '军', '、', '战略', '支援', '、', '武警', '部队', '，', '海军', '辽宁舰', '、', '陆军', '某', '英雄', '师', '、', '西沙守岛部队', '、', '天安门警卫部队', '，', '驻', '新疆', '、', '西藏', '和', '长白山', '的', '边防', '部队', '等', '都', '留下', '了', '赛普', '教练', '与', '官兵', '同', '吃', '同', '住', '同', '训练', '的', '身影', '。', '赛', '普', '健身', '荣获', '首都', '双拥', '模范', '单位', '殊荣', '赛普', '热情', '扶持', '退伍军人', '就业', '，', '8年', '来', '，', '先后', '将', '3万多名', '退伍军人', '培养', '成', '合格', '的', '健身', '教练', '，', '目前', '他们', '正', '成为', '中国', '健身', '行业', '一', '支', '生力军', '。', '更', '多', '的', '退役', '军人', '选择', '加入', '赛普', '，', '深造', '成才', '，', '打造', '退役', '军人', '职业', '未来', '和', '美好', '生活', '。']","['赛', '普人', '服务', '部队', '足迹', '遍及', '陆', '海', '空', '火箭', '军', '战略', '支援', '武警', '部队', '海军', '辽宁舰', '陆军', '英雄', '师', '西沙守岛部队', '天安门警卫部队', '驻', '新疆', '西藏', '长白山', '边防', '部队', '留下', '赛普', '教练', '官兵', '吃', '住', '训练', '身影', '赛', '普', '健身', '荣获', '首都', '双拥', '模范', '单位', '殊荣', '赛普', '热情', '扶持', '退伍军人', '就业', '8年', '3万多名', '退伍军人', '培养', '成', '合格', '健身', '教练', '正', '中国', '健身', '行业', '支', '生力军', '更', '退役', '军人', '选择', '赛普', '深造', '成才', '打造', '退役', '军人', '职业', '未来', '美好', '生活']","['部队', '赛', '健身', '退役', '退伍军人']",其它
2020/5/15 12:49:42,2013年以来，每到清明时节中航工业沈飞公司的员工们都会自发来到前董事长、总经理罗阳的塑像前悼念。,【为了民族复兴·英雄烈士谱】罗阳：忠魂赤子心 航空报国情,http://news.china.com.cn/2020-05/15/content_76048484.htm,"['2013年', '以来', '，', '每', '到', '清明', '时节', '中', '航工业沈飞公司', '的', '员工', '们', '都会', '自发', '来到', '前', '董事长', '、', '总经理', '罗阳', '的', '塑像', '前', '悼念', '。']","['2013年', '清明', '时节', '中', '航工业沈飞公司', '员工', '都会', '自发', '来到', '前', '董事长', '总经理', '罗阳', '塑像', '前', '悼念']","['前', '年', '塑像', '阳', '罗']",其它
2020/5/4 0:56:47,我国的第一艘航空母舰辽宁舰如今正在服役，航母阻拦机是一个帮助舰载机着舰的装置。,3秒内拦停舰载机！它让海军航空兵在辽宁舰上安营扎寨,http://military.china.com.cn/2020-05/04/content_76004521.htm,"['我国', '的', '第一艘', '航空母舰', '辽宁舰', '如今', '正在', '服役', '，', '航母', '阻拦', '机', '是', '一个', '帮助', '舰载机', '着', '舰', '的', '装置', '。']","['我国', '第一艘', '航空母舰', '辽宁舰', '服役', '航母', '阻拦', '机', '舰载机', '舰', '装置']","['机', '第一艘', '舰', '帮助', '航母']",其它
